recipe_name	ingredients	quantity	unit	url
Filet mignon en croûte	Filet mignon	800	g	https://www.marmiton.org/recettes/recette_filet-mignon-en-croute_14407.aspx
Filet mignon en croûte	Jambon blanc	100	g	https://www.marmiton.org/recettes/recette_filet-mignon-en-croute_14407.aspx
Filet mignon en croûte	Gruyère râpé	200	g	https://www.marmiton.org/recettes/recette_filet-mignon-en-croute_14407.aspx
Filet mignon en croûte	Oignon jaune	240	g	https://www.marmiton.org/recettes/recette_filet-mignon-en-croute_14407.aspx
Filet mignon en croûte	Jaune d'oeuf	70	g	https://www.marmiton.org/recettes/recette_filet-mignon-en-croute_14407.aspx
Les Timbales de Jeanne (saumon à la mousse de courgettes au micro-ondes)	Courgette	260	g	https://www.marmiton.org/recettes/recette_les-timbales-de-jeanne-saumon-a-la-mousse-de-courgettes-au-micro-ondes_21864.aspx
Les Timbales de Jeanne (saumon à la mousse de courgettes au micro-ondes)	Ail	40	g	https://www.marmiton.org/recettes/recette_les-timbales-de-jeanne-saumon-a-la-mousse-de-courgettes-au-micro-ondes_21864.aspx
Les Timbales de Jeanne (saumon à la mousse de courgettes au micro-ondes)	Huile d'olive	15	g	https://www.marmiton.org/recettes/recette_les-timbales-de-jeanne-saumon-a-la-mousse-de-courgettes-au-micro-ondes_21864.aspx
Les Timbales de Jeanne (saumon à la mousse de courgettes au micro-ondes)	Aneth	3	g	https://www.marmiton.org/recettes/recette_les-timbales-de-jeanne-saumon-a-la-mousse-de-courgettes-au-micro-ondes_21864.aspx
Les Timbales de Jeanne (saumon à la mousse de courgettes au micro-ondes)	Sel	1	g	https://www.marmiton.org/recettes/recette_les-timbales-de-jeanne-saumon-a-la-mousse-de-courgettes-au-micro-ondes_21864.aspx
Les Timbales de Jeanne (saumon à la mousse de courgettes au micro-ondes)	Poivre	1	g	https://www.marmiton.org/recettes/recette_les-timbales-de-jeanne-saumon-a-la-mousse-de-courgettes-au-micro-ondes_21864.aspx
Les Timbales de Jeanne (saumon à la mousse de courgettes au micro-ondes)	Saumon fumé	100	g	https://www.marmiton.org/recettes/recette_les-timbales-de-jeanne-saumon-a-la-mousse-de-courgettes-au-micro-ondes_21864.aspx
Les Timbales de Jeanne (saumon à la mousse de courgettes au micro-ondes)	Oeuf	210	g	https://www.marmiton.org/recettes/recette_les-timbales-de-jeanne-saumon-a-la-mousse-de-courgettes-au-micro-ondes_21864.aspx
Les Timbales de Jeanne (saumon à la mousse de courgettes au micro-ondes)	Crème fraîche épaisse	10	cl	https://www.marmiton.org/recettes/recette_les-timbales-de-jeanne-saumon-a-la-mousse-de-courgettes-au-micro-ondes_21864.aspx
Les Timbales de Jeanne (saumon à la mousse de courgettes au micro-ondes)	Menthe	3	g	https://www.marmiton.org/recettes/recette_les-timbales-de-jeanne-saumon-a-la-mousse-de-courgettes-au-micro-ondes_21864.aspx
Sauté de veau au chorizo	Chorizo	200	g	https://www.marmiton.org/recettes/recette_saute-de-veau-au-chorizo_17027.aspx
Sauté de veau au chorizo	Basilic	3	g	https://www.marmiton.org/recettes/recette_saute-de-veau-au-chorizo_17027.aspx
Sauté de veau au chorizo	Bouquet garni	5	g	https://www.marmiton.org/recettes/recette_saute-de-veau-au-chorizo_17027.aspx
Sauté de veau au chorizo	Ail	40	g	https://www.marmiton.org/recettes/recette_saute-de-veau-au-chorizo_17027.aspx
Sauté de veau au chorizo	Huile	30	g	https://www.marmiton.org/recettes/recette_saute-de-veau-au-chorizo_17027.aspx
Sauté de veau au chorizo	Sauté de veau	1	kg	https://www.marmiton.org/recettes/recette_saute-de-veau-au-chorizo_17027.aspx
Sauté de veau au chorizo	Pulpe de tomate	300	g	https://www.marmiton.org/recettes/recette_saute-de-veau-au-chorizo_17027.aspx
Sauté de veau au chorizo	Olive verte	100	g	https://www.marmiton.org/recettes/recette_saute-de-veau-au-chorizo_17027.aspx
Sauté de veau au chorizo	Oignon	480	g	https://www.marmiton.org/recettes/recette_saute-de-veau-au-chorizo_17027.aspx
Cake salé au jambon et aux olives	Farine	150	g	https://www.marmiton.org/recettes/recette_cake-sale-au-jambon-et-aux-olives_18876.aspx
Cake salé au jambon et aux olives	Jambon	200	g	https://www.marmiton.org/recettes/recette_cake-sale-au-jambon-et-aux-olives_18876.aspx
Cake salé au jambon et aux olives	Lait	10	cl	https://www.marmiton.org/recettes/recette_cake-sale-au-jambon-et-aux-olives_18876.aspx
Cake salé au jambon et aux olives	Levure chimique	5	g	https://www.marmiton.org/recettes/recette_cake-sale-au-jambon-et-aux-olives_18876.aspx
Cake salé au jambon et aux olives	Huile	15	g	https://www.marmiton.org/recettes/recette_cake-sale-au-jambon-et-aux-olives_18876.aspx
Cake salé au jambon et aux olives	Olive verte	150	g	https://www.marmiton.org/recettes/recette_cake-sale-au-jambon-et-aux-olives_18876.aspx
Cake salé au jambon et aux olives	Gruyère râpé	75	g	https://www.marmiton.org/recettes/recette_cake-sale-au-jambon-et-aux-olives_18876.aspx
Cake salé au jambon et aux olives	Oeuf	320	g	https://www.marmiton.org/recettes/recette_cake-sale-au-jambon-et-aux-olives_18876.aspx
Hachis Parmentier	Purée	300	g	https://www.marmiton.org/recettes/recette_hachis-parmentier_17639.aspx
Hachis Parmentier	Ail	80	g	https://www.marmiton.org/recettes/recette_hachis-parmentier_17639.aspx
Hachis Parmentier	Tomate	260	g	https://www.marmiton.org/recettes/recette_hachis-parmentier_17639.aspx
Hachis Parmentier	Farine	15	g	https://www.marmiton.org/recettes/recette_hachis-parmentier_17639.aspx
Hachis Parmentier	Herbes de provence	3	g	https://www.marmiton.org/recettes/recette_hachis-parmentier_17639.aspx
Hachis Parmentier	Parmesan	30	g	https://www.marmiton.org/recettes/recette_hachis-parmentier_17639.aspx
Hachis Parmentier	Sel	1	g	https://www.marmiton.org/recettes/recette_hachis-parmentier_17639.aspx
Hachis Parmentier	Poivre	1	g	https://www.marmiton.org/recettes/recette_hachis-parmentier_17639.aspx
Hachis Parmentier	Viande hachée	400	g	https://www.marmiton.org/recettes/recette_hachis-parmentier_17639.aspx
Hachis Parmentier	Oignon	240	g	https://www.marmiton.org/recettes/recette_hachis-parmentier_17639.aspx
Hachis Parmentier	Jaune d'oeuf	35	g	https://www.marmiton.org/recettes/recette_hachis-parmentier_17639.aspx
Hachis Parmentier	Beurre	30	g	https://www.marmiton.org/recettes/recette_hachis-parmentier_17639.aspx
Hachis Parmentier	Fromage râpé	50	g	https://www.marmiton.org/recettes/recette_hachis-parmentier_17639.aspx
Boeuf Bourguignon rapide	Lardons	100	g	https://www.marmiton.org/recettes/recette_boeuf-bourguignon-rapide_19218.aspx
Boeuf Bourguignon rapide	Vin rouge	75	cl	https://www.marmiton.org/recettes/recette_boeuf-bourguignon-rapide_19218.aspx
Boeuf Bourguignon rapide	Ail	40	g	https://www.marmiton.org/recettes/recette_boeuf-bourguignon-rapide_19218.aspx
Boeuf Bourguignon rapide	Farine	30	g	https://www.marmiton.org/recettes/recette_boeuf-bourguignon-rapide_19218.aspx
Boeuf Bourguignon rapide	Bouquet garni	5	g	https://www.marmiton.org/recettes/recette_boeuf-bourguignon-rapide_19218.aspx
Boeuf Bourguignon rapide	Champignon de paris	250	g	https://www.marmiton.org/recettes/recette_boeuf-bourguignon-rapide_19218.aspx
Boeuf Bourguignon rapide	Sel	1	g	https://www.marmiton.org/recettes/recette_boeuf-bourguignon-rapide_19218.aspx
Boeuf Bourguignon rapide	Poivre	1	g	https://www.marmiton.org/recettes/recette_boeuf-bourguignon-rapide_19218.aspx
Boeuf Bourguignon rapide	Boeuf	800	g	https://www.marmiton.org/recettes/recette_boeuf-bourguignon-rapide_19218.aspx
Boeuf Bourguignon rapide	Beurre	50	g	https://www.marmiton.org/recettes/recette_boeuf-bourguignon-rapide_19218.aspx
Boeuf Bourguignon rapide	Oignon	240	g	https://www.marmiton.org/recettes/recette_boeuf-bourguignon-rapide_19218.aspx
La Vraie Moussaka Grecque	Aubergine	280	g	https://www.marmiton.org/recettes/recette_la-vraie-moussaka-grecque_72593.aspx
La Vraie Moussaka Grecque	Pomme de terre	650	g	https://www.marmiton.org/recettes/recette_la-vraie-moussaka-grecque_72593.aspx
La Vraie Moussaka Grecque	Boeuf haché	500	g	https://www.marmiton.org/recettes/recette_la-vraie-moussaka-grecque_72593.aspx
La Vraie Moussaka Grecque	Tomate	500	g	https://www.marmiton.org/recettes/recette_la-vraie-moussaka-grecque_72593.aspx
La Vraie Moussaka Grecque	Oignon	120	g	https://www.marmiton.org/recettes/recette_la-vraie-moussaka-grecque_72593.aspx
La Vraie Moussaka Grecque	Huile d'olive	30	g	https://www.marmiton.org/recettes/recette_la-vraie-moussaka-grecque_72593.aspx
La Vraie Moussaka Grecque	Beurre	20	g	https://www.marmiton.org/recettes/recette_la-vraie-moussaka-grecque_72593.aspx
La Vraie Moussaka Grecque	Cannelle	5	g	https://www.marmiton.org/recettes/recette_la-vraie-moussaka-grecque_72593.aspx
La Vraie Moussaka Grecque	Miel	15	g	https://www.marmiton.org/recettes/recette_la-vraie-moussaka-grecque_72593.aspx
La Vraie Moussaka Grecque	Muscade	1	g	https://www.marmiton.org/recettes/recette_la-vraie-moussaka-grecque_72593.aspx
La Vraie Moussaka Grecque	Poivre	1	g	https://www.marmiton.org/recettes/recette_la-vraie-moussaka-grecque_72593.aspx
La Vraie Moussaka Grecque	Sel	1	g	https://www.marmiton.org/recettes/recette_la-vraie-moussaka-grecque_72593.aspx
La Vraie Moussaka Grecque	Farine...	45	g	https://www.marmiton.org/recettes/recette_la-vraie-moussaka-grecque_72593.aspx
Amour de saumon en papillote	Tomates cerise	400	g	https://www.marmiton.org/recettes/recette_amour-de-saumon-en-papillote_21494.aspx
Amour de saumon en papillote	Champignon de paris	200	g	https://www.marmiton.org/recettes/recette_amour-de-saumon-en-papillote_21494.aspx
Amour de saumon en papillote	Ail	40	g	https://www.marmiton.org/recettes/recette_amour-de-saumon-en-papillote_21494.aspx
Amour de saumon en papillote	Aneth	5	g	https://www.marmiton.org/recettes/recette_amour-de-saumon-en-papillote_21494.aspx
Amour de saumon en papillote	Huile d'olive	15	g	https://www.marmiton.org/recettes/recette_amour-de-saumon-en-papillote_21494.aspx
Amour de saumon en papillote	Citron	15	g	https://www.marmiton.org/recettes/recette_amour-de-saumon-en-papillote_21494.aspx
Amour de saumon en papillote	Sel	1	g	https://www.marmiton.org/recettes/recette_amour-de-saumon-en-papillote_21494.aspx
Amour de saumon en papillote	Poivre	1	g	https://www.marmiton.org/recettes/recette_amour-de-saumon-en-papillote_21494.aspx
Amour de saumon en papillote	Saumon frais	150	g	https://www.marmiton.org/recettes/recette_amour-de-saumon-en-papillote_21494.aspx
Velouté de champignons	Beurre	45	g	https://www.marmiton.org/recettes/recette_veloute-de-champignons_26749.aspx
Velouté de champignons	Oignon	120	g	https://www.marmiton.org/recettes/recette_veloute-de-champignons_26749.aspx
Velouté de champignons	Champignon de paris	250	g	https://www.marmiton.org/recettes/recette_veloute-de-champignons_26749.aspx
Velouté de champignons	Farine	30	g	https://www.marmiton.org/recettes/recette_veloute-de-champignons_26749.aspx
Velouté de champignons	Bouillon	25	cl	https://www.marmiton.org/recettes/recette_veloute-de-champignons_26749.aspx
Velouté de champignons	Lait	50	cl	https://www.marmiton.org/recettes/recette_veloute-de-champignons_26749.aspx
Velouté de champignons	Citron	50	g	https://www.marmiton.org/recettes/recette_veloute-de-champignons_26749.aspx
Velouté de champignons	Crème fraîche	30	g	https://www.marmiton.org/recettes/recette_veloute-de-champignons_26749.aspx
Velouté de champignons	Persil	5	g	https://www.marmiton.org/recettes/recette_veloute-de-champignons_26749.aspx
Velouté de champignons	Sel	1	g	https://www.marmiton.org/recettes/recette_veloute-de-champignons_26749.aspx
Velouté de champignons	Poivre	1	g	https://www.marmiton.org/recettes/recette_veloute-de-champignons_26749.aspx
Bar au four	Tomate	360	g	https://www.marmiton.org/recettes/recette_bar-au-four_21505.aspx
Bar au four	Citron	50	g	https://www.marmiton.org/recettes/recette_bar-au-four_21505.aspx
Bar au four	Thym	5	g	https://www.marmiton.org/recettes/recette_bar-au-four_21505.aspx
Bar au four	Huile d'olive	30	g	https://www.marmiton.org/recettes/recette_bar-au-four_21505.aspx
Bar au four	Vin blanc sec	10	cl	https://www.marmiton.org/recettes/recette_bar-au-four_21505.aspx
Bar au four	Sel	1	g	https://www.marmiton.org/recettes/recette_bar-au-four_21505.aspx
Bar au four	Poivre	1	g	https://www.marmiton.org/recettes/recette_bar-au-four_21505.aspx
Bar au four	Bar	400	g	https://www.marmiton.org/recettes/recette_bar-au-four_21505.aspx
Bar au four	Oignon	120	g	https://www.marmiton.org/recettes/recette_bar-au-four_21505.aspx
Bar au four	Laurier	3	g	https://www.marmiton.org/recettes/recette_bar-au-four_21505.aspx
Filet mignon de porc au Maroilles	Filet mignon	1000	g	https://www.marmiton.org/recettes/recette_filet-mignon-de-porc-au-maroilles_12734.aspx
Filet mignon de porc au Maroilles	Vin blanc	10	cl	https://www.marmiton.org/recettes/recette_filet-mignon-de-porc-au-maroilles_12734.aspx
Filet mignon de porc au Maroilles	Oignon	120	g	https://www.marmiton.org/recettes/recette_filet-mignon-de-porc-au-maroilles_12734.aspx
Filet mignon de porc au Maroilles	Crème fraîche	50	cl	https://www.marmiton.org/recettes/recette_filet-mignon-de-porc-au-maroilles_12734.aspx
Filet mignon de porc au Maroilles	Maroilles	250	g	https://www.marmiton.org/recettes/recette_filet-mignon-de-porc-au-maroilles_12734.aspx
Filet mignon de porc au Maroilles	Poivre	1	g	https://www.marmiton.org/recettes/recette_filet-mignon-de-porc-au-maroilles_12734.aspx
Filet mignon de porc au Maroilles	Sel	1	g	https://www.marmiton.org/recettes/recette_filet-mignon-de-porc-au-maroilles_12734.aspx
Chili con carne facile	Ail	80	g	https://www.marmiton.org/recettes/recette_chili-con-carne-facile_15415.aspx
Chili con carne facile	Cumin en poudre	10	g	https://www.marmiton.org/recettes/recette_chili-con-carne-facile_15415.aspx
Chili con carne facile	Concentré de tomates	65	g	https://www.marmiton.org/recettes/recette_chili-con-carne-facile_15415.aspx
Chili con carne facile	Haricots rouges	200	g	https://www.marmiton.org/recettes/recette_chili-con-carne-facile_15415.aspx
Chili con carne facile	Bouillon de boeuf	30	cl	https://www.marmiton.org/recettes/recette_chili-con-carne-facile_15415.aspx
Chili con carne facile	Sel	1	g	https://www.marmiton.org/recettes/recette_chili-con-carne-facile_15415.aspx
Chili con carne facile	Poivre	1	g	https://www.marmiton.org/recettes/recette_chili-con-carne-facile_15415.aspx
Chili con carne facile	Persil	5	g	https://www.marmiton.org/recettes/recette_chili-con-carne-facile_15415.aspx
Chili con carne facile	Beurre	50	g	https://www.marmiton.org/recettes/recette_chili-con-carne-facile_15415.aspx
Chili con carne facile	Oignon	240	g	https://www.marmiton.org/recettes/recette_chili-con-carne-facile_15415.aspx
Chili con carne facile	Boeuf haché	500	g	https://www.marmiton.org/recettes/recette_chili-con-carne-facile_15415.aspx
Chili con carne facile	Chili	5	g	https://www.marmiton.org/recettes/recette_chili-con-carne-facile_15415.aspx
Couscous poulet et merguez facile	Merguez	600	g	https://www.marmiton.org/recettes/recette_couscous-poulet-et-merguez-facile_17751.aspx
Couscous poulet et merguez facile	Huile d'olive	15	g	https://www.marmiton.org/recettes/recette_couscous-poulet-et-merguez-facile_17751.aspx
Couscous poulet et merguez facile	Concentré de tomates	100	g	https://www.marmiton.org/recettes/recette_couscous-poulet-et-merguez-facile_17751.aspx
Couscous poulet et merguez facile	Épices à couscous	15	g	https://www.marmiton.org/recettes/recette_couscous-poulet-et-merguez-facile_17751.aspx
Couscous poulet et merguez facile	Harissa	5	g	https://www.marmiton.org/recettes/recette_couscous-poulet-et-merguez-facile_17751.aspx
Couscous poulet et merguez facile	Cube de bouillon	NA		https://www.marmiton.org/recettes/recette_couscous-poulet-et-merguez-facile_17751.aspx
Couscous poulet et merguez facile	Tomate	300	g	https://www.marmiton.org/recettes/recette_couscous-poulet-et-merguez-facile_17751.aspx
Couscous poulet et merguez facile	Carotte	250	g	https://www.marmiton.org/recettes/recette_couscous-poulet-et-merguez-facile_17751.aspx
Couscous poulet et merguez facile	Courgette	300	g	https://www.marmiton.org/recettes/recette_couscous-poulet-et-merguez-facile_17751.aspx
Couscous poulet et merguez facile	Pois chiches	400	g	https://www.marmiton.org/recettes/recette_couscous-poulet-et-merguez-facile_17751.aspx
Couscous poulet et merguez facile	Pilon de poulet	1500	g	https://www.marmiton.org/recettes/recette_couscous-poulet-et-merguez-facile_17751.aspx
Couscous poulet et merguez facile	Navet	200	g	https://www.marmiton.org/recettes/recette_couscous-poulet-et-merguez-facile_17751.aspx
Carbonades flamandes traditionnelles	Boeuf	1000	g	https://www.marmiton.org/recettes/recette_carbonades-flamandes-traditionnelles_29711.aspx
Carbonades flamandes traditionnelles	Cassonade	15	g	https://www.marmiton.org/recettes/recette_carbonades-flamandes-traditionnelles_29711.aspx
Carbonades flamandes traditionnelles	Bouquet garni	6	g	https://www.marmiton.org/recettes/recette_carbonades-flamandes-traditionnelles_29711.aspx
Carbonades flamandes traditionnelles	Bière brune	1	l	https://www.marmiton.org/recettes/recette_carbonades-flamandes-traditionnelles_29711.aspx
Carbonades flamandes traditionnelles	Oignon	400	g	https://www.marmiton.org/recettes/recette_carbonades-flamandes-traditionnelles_29711.aspx
Carbonades flamandes traditionnelles	Lard fumé	250	g	https://www.marmiton.org/recettes/recette_carbonades-flamandes-traditionnelles_29711.aspx
Carbonades flamandes traditionnelles	Pain d'épices	100	g	https://www.marmiton.org/recettes/recette_carbonades-flamandes-traditionnelles_29711.aspx
Carbonades flamandes traditionnelles	Beurre	30	g	https://www.marmiton.org/recettes/recette_carbonades-flamandes-traditionnelles_29711.aspx
Carbonades flamandes traditionnelles	Sel	1	g	https://www.marmiton.org/recettes/recette_carbonades-flamandes-traditionnelles_29711.aspx
Carbonades flamandes traditionnelles	Moutarde	45	g	https://www.marmiton.org/recettes/recette_carbonades-flamandes-traditionnelles_29711.aspx
Quiche lorraine	Pâte brisée	200	g	https://www.marmiton.org/recettes/recette_quiche-lorraine_30283.aspx
Quiche lorraine	Lardons	200	g	https://www.marmiton.org/recettes/recette_quiche-lorraine_30283.aspx
Quiche lorraine	Beurre	30	g	https://www.marmiton.org/recettes/recette_quiche-lorraine_30283.aspx
Quiche lorraine	Oeuf	240	g	https://www.marmiton.org/recettes/recette_quiche-lorraine_30283.aspx
Quiche lorraine	Crème fraîche	20	cl	https://www.marmiton.org/recettes/recette_quiche-lorraine_30283.aspx
Quiche lorraine	Lait	20	cl	https://www.marmiton.org/recettes/recette_quiche-lorraine_30283.aspx
Quiche lorraine	Muscade	5	g	https://www.marmiton.org/recettes/recette_quiche-lorraine_30283.aspx
Quiche lorraine	Sel	1	g	https://www.marmiton.org/recettes/recette_quiche-lorraine_30283.aspx
Quiche lorraine	Poivre	1	g	https://www.marmiton.org/recettes/recette_quiche-lorraine_30283.aspx
Endive jambon	Endive	1000	g	https://www.marmiton.org/recettes/recette_endive-jambon_19848.aspx
Endive jambon	Jambon	200	g	https://www.marmiton.org/recettes/recette_endive-jambon_19848.aspx
Endive jambon	Ail	80	g	https://www.marmiton.org/recettes/recette_endive-jambon_19848.aspx
Endive jambon	Crème fraîche liquide	30	cl	https://www.marmiton.org/recettes/recette_endive-jambon_19848.aspx
Endive jambon	Gruyère râpé	400	g	https://www.marmiton.org/recettes/recette_endive-jambon_19848.aspx
Endive jambon	Beurre	50	g	https://www.marmiton.org/recettes/recette_endive-jambon_19848.aspx
Poulet basquaise	Tomate	1	kg	https://www.marmiton.org/recettes/recette_poulet-basquaise_16969.aspx
Poulet basquaise	Poivron	700	g	https://www.marmiton.org/recettes/recette_poulet-basquaise_16969.aspx
Poulet basquaise	Ail	120	g	https://www.marmiton.org/recettes/recette_poulet-basquaise_16969.aspx
Poulet basquaise	Vin blanc	20	cl	https://www.marmiton.org/recettes/recette_poulet-basquaise_16969.aspx
Poulet basquaise	Bouquet garni	5	g	https://www.marmiton.org/recettes/recette_poulet-basquaise_16969.aspx
Poulet basquaise	Huile d'olive	90	g	https://www.marmiton.org/recettes/recette_poulet-basquaise_16969.aspx
Poulet basquaise	Sel	1	g	https://www.marmiton.org/recettes/recette_poulet-basquaise_16969.aspx
Poulet basquaise	Poivre	1	g	https://www.marmiton.org/recettes/recette_poulet-basquaise_16969.aspx
Poulet basquaise	Poulet	1500	g	https://www.marmiton.org/recettes/recette_poulet-basquaise_16969.aspx
Poulet basquaise	Oignon	360	g	https://www.marmiton.org/recettes/recette_poulet-basquaise_16969.aspx
Tarte thon, tomate et moutarde	Pâte feuilletée	200	g	https://www.marmiton.org/recettes/recette_tarte-thon-tomate-et-moutarde_17226.aspx
Tarte thon, tomate et moutarde	Thon	200	g	https://www.marmiton.org/recettes/recette_tarte-thon-tomate-et-moutarde_17226.aspx
Tarte thon, tomate et moutarde	Tomate	200	g	https://www.marmiton.org/recettes/recette_tarte-thon-tomate-et-moutarde_17226.aspx
Tarte thon, tomate et moutarde	Moutarde	50	g	https://www.marmiton.org/recettes/recette_tarte-thon-tomate-et-moutarde_17226.aspx
Tarte thon, tomate et moutarde	Lait	45	g	https://www.marmiton.org/recettes/recette_tarte-thon-tomate-et-moutarde_17226.aspx
Tarte thon, tomate et moutarde	Sel	1	g	https://www.marmiton.org/recettes/recette_tarte-thon-tomate-et-moutarde_17226.aspx
Tarte thon, tomate et moutarde	Poivre	1	g	https://www.marmiton.org/recettes/recette_tarte-thon-tomate-et-moutarde_17226.aspx
Tarte thon, tomate et moutarde	Oeuf	160	g	https://www.marmiton.org/recettes/recette_tarte-thon-tomate-et-moutarde_17226.aspx
Tarte thon, tomate et moutarde	Crème fraîche	20	cl	https://www.marmiton.org/recettes/recette_tarte-thon-tomate-et-moutarde_17226.aspx
Lapin à la moutarde maison	Vin blanc sec	1	l	https://www.marmiton.org/recettes/recette_lapin-a-la-moutarde-maison_15983.aspx
Lapin à la moutarde maison	Moutarde de dijon	50	g	https://www.marmiton.org/recettes/recette_lapin-a-la-moutarde-maison_15983.aspx
Lapin à la moutarde maison	Huile d'olive	30	g	https://www.marmiton.org/recettes/recette_lapin-a-la-moutarde-maison_15983.aspx
Lapin à la moutarde maison	Ail	80	g	https://www.marmiton.org/recettes/recette_lapin-a-la-moutarde-maison_15983.aspx
Lapin à la moutarde maison	Thym	5	g	https://www.marmiton.org/recettes/recette_lapin-a-la-moutarde-maison_15983.aspx
Lapin à la moutarde maison	Persil	5	g	https://www.marmiton.org/recettes/recette_lapin-a-la-moutarde-maison_15983.aspx
Lapin à la moutarde maison	Poivre	1	g	https://www.marmiton.org/recettes/recette_lapin-a-la-moutarde-maison_15983.aspx
Lapin à la moutarde maison	Sel	1	g	https://www.marmiton.org/recettes/recette_lapin-a-la-moutarde-maison_15983.aspx
Lapin à la moutarde maison	Sucre	20	g	https://www.marmiton.org/recettes/recette_lapin-a-la-moutarde-maison_15983.aspx
Lapin à la moutarde maison	Carotte	80	g	https://www.marmiton.org/recettes/recette_lapin-a-la-moutarde-maison_15983.aspx
Lapin à la moutarde maison	Lapin	1	kg	https://www.marmiton.org/recettes/recette_lapin-a-la-moutarde-maison_15983.aspx
Lapin à la moutarde maison	Crème fraîche	20	cl	https://www.marmiton.org/recettes/recette_lapin-a-la-moutarde-maison_15983.aspx
Lapin à la moutarde maison	Échalote	200	g	https://www.marmiton.org/recettes/recette_lapin-a-la-moutarde-maison_15983.aspx
Lapin à la moutarde maison	Feuille de laurier	5	g	https://www.marmiton.org/recettes/recette_lapin-a-la-moutarde-maison_15983.aspx
Quiche tatin	Pomme de terre	700	g	https://www.marmiton.org/recettes/recette_quiche-tatin_14309.aspx
Quiche tatin	Pâte feuilletée	200	g	https://www.marmiton.org/recettes/recette_quiche-tatin_14309.aspx
Quiche tatin	Sel	1	g	https://www.marmiton.org/recettes/recette_quiche-tatin_14309.aspx
Quiche tatin	Poivre	1	g	https://www.marmiton.org/recettes/recette_quiche-tatin_14309.aspx
Quiche tatin	Lard	100	g	https://www.marmiton.org/recettes/recette_quiche-tatin_14309.aspx
Quiche tatin	Oeuf	240	g	https://www.marmiton.org/recettes/recette_quiche-tatin_14309.aspx
Quiche tatin	Crème fraîche	20	cl	https://www.marmiton.org/recettes/recette_quiche-tatin_14309.aspx
Quiche tatin	Fromage de chèvre	200	g	https://www.marmiton.org/recettes/recette_quiche-tatin_14309.aspx
Quiche tatin	Gruyère râpé	150	g	https://www.marmiton.org/recettes/recette_quiche-tatin_14309.aspx
Boeuf braisé aux carottes	Paleron	1	kg	https://www.marmiton.org/recettes/recette_boeuf-braise-aux-carottes_13296.aspx
